PMID	genename	PTOterm	sent
29162059	miR159	stem size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	stem size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	stem size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	stem size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	leaf size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	plant cell size	Gene Ontology (GO) enrichment analysis of differentially expressed genes between wild type plants and STTM159 transgenic plants showed that genes involved in cell division, auxin, cytokinin (CK) and brassinosteroids (BRs) biosynthesis and signaling are significantly down-regulated in STTM159 plants.Our data suggests that in rice, miR159 positively regulates organ size, including stem, leaf, and grain size due to the promotion of cell division.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29162059	miR159	cell division cycle	Further analysis from the RNA-seq data showed that the decreased cell divisions in STTM159 transgenic plants may result, at least partly from the lower expression of the genes involved in cell cycle and hormone homeostasis, which provides new insights of rice miR159-specific functions.
29193778	PELOTA	leaf blight	Our results indicate that the rice PELOTA protein is involved in bacterial leaf blight resistance by activating the salicylic acid metabolic pathway.
29193778	PELOTA	leaf blight	Our results indicate that the rice PELOTA protein is involved in bacterial leaf blight resistance by activating the salicylic acid metabolic pathway.
29193778	PELOTA	leaf blight	Our results indicate that the rice PELOTA protein is involved in bacterial leaf blight resistance by activating the salicylic acid metabolic pathway.
29193778	PELOTA	leaf blight	Our results indicate that the rice PELOTA protein is involved in bacterial leaf blight resistance by activating the salicylic acid metabolic pathway.
29282604	LAP6	male sterility	Several other loss-of-function mutants of OsLAP6/OsPKS1 generated by the CRISPR/Cas9 genomic editing tool also exhibited the same phenotype of male sterility.
29356349	BON1	disease resistance	In contrast, overexpression of OsBON1 or OsBON3 decreased disease resistance and promoted plant growth.
29358563	MYC2	disease resistance	In agreement with the negative regulatory role of AtMYC2 in disease defence, the RNAi lines showed enhanced resistance against bacterial pathogen Xanthomonas oryzae pv oryzae.
29358563	AtMYC2	disease resistance	In agreement with the negative regulatory role of AtMYC2 in disease defence, the RNAi lines showed enhanced resistance against bacterial pathogen Xanthomonas oryzae pv oryzae.
29358563	MYC2	disease resistance	In agreement with the negative regulatory role of AtMYC2 in disease defence, the RNAi lines showed enhanced resistance against bacterial pathogen Xanthomonas oryzae pv oryzae.
29358563	AtMYC2	disease resistance	In agreement with the negative regulatory role of AtMYC2 in disease defence, the RNAi lines showed enhanced resistance against bacterial pathogen Xanthomonas oryzae pv oryzae.
29358563	MYC2	bacterial disease resistance	In agreement with the negative regulatory role of AtMYC2 in disease defence, the RNAi lines showed enhanced resistance against bacterial pathogen Xanthomonas oryzae pv oryzae.
29358563	AtMYC2	bacterial disease resistance	In agreement with the negative regulatory role of AtMYC2 in disease defence, the RNAi lines showed enhanced resistance against bacterial pathogen Xanthomonas oryzae pv oryzae.
29358563	MYC2	bacterial disease resistance	In agreement with the negative regulatory role of AtMYC2 in disease defence, the RNAi lines showed enhanced resistance against bacterial pathogen Xanthomonas oryzae pv oryzae.
29358563	AtMYC2	bacterial disease resistance	In agreement with the negative regulatory role of AtMYC2 in disease defence, the RNAi lines showed enhanced resistance against bacterial pathogen Xanthomonas oryzae pv oryzae.
29532023	DL1	shoot branching	DL1 competes with endogenous strigolactones, thereby increasing the number of shoot branching in a model plantArabidopsisas well as in rice.
29567670	AN3	leaf size	The reduced leaf size ofmkb3plants with enlarged cells and the increased size ofMKB3-overexpressing leaves with normal-sized cells indicate thatMKB3is a positive regulator of leaf proliferation and thatmkb3mutation triggered a compensation syndrome, as in Arabidopsisan3.Expression analysis revealed thatMKB3is predominantly expressed on the epidermis of leaf primordia, which is different from the case ofAN3A protein movement assay demonstrated that MKB3 moves from anMKB3-expressing domain to a non-expressing domain, which is required for normal leaf development.
29567670	an3	leaf size	The reduced leaf size ofmkb3plants with enlarged cells and the increased size ofMKB3-overexpressing leaves with normal-sized cells indicate thatMKB3is a positive regulator of leaf proliferation and thatmkb3mutation triggered a compensation syndrome, as in Arabidopsisan3.Expression analysis revealed thatMKB3is predominantly expressed on the epidermis of leaf primordia, which is different from the case ofAN3A protein movement assay demonstrated that MKB3 moves from anMKB3-expressing domain to a non-expressing domain, which is required for normal leaf development.
29567670	AN3	leaf size	The reduced leaf size ofmkb3plants with enlarged cells and the increased size ofMKB3-overexpressing leaves with normal-sized cells indicate thatMKB3is a positive regulator of leaf proliferation and thatmkb3mutation triggered a compensation syndrome, as in Arabidopsisan3.Expression analysis revealed thatMKB3is predominantly expressed on the epidermis of leaf primordia, which is different from the case ofAN3A protein movement assay demonstrated that MKB3 moves from anMKB3-expressing domain to a non-expressing domain, which is required for normal leaf development.
29567670	an3	leaf size	The reduced leaf size ofmkb3plants with enlarged cells and the increased size ofMKB3-overexpressing leaves with normal-sized cells indicate thatMKB3is a positive regulator of leaf proliferation and thatmkb3mutation triggered a compensation syndrome, as in Arabidopsisan3.Expression analysis revealed thatMKB3is predominantly expressed on the epidermis of leaf primordia, which is different from the case ofAN3A protein movement assay demonstrated that MKB3 moves from anMKB3-expressing domain to a non-expressing domain, which is required for normal leaf development.
29567670	AN3	leaf size	The reduced leaf size ofmkb3plants with enlarged cells and the increased size ofMKB3-overexpressing leaves with normal-sized cells indicate thatMKB3is a positive regulator of leaf proliferation and thatmkb3mutation triggered a compensation syndrome, as in Arabidopsisan3.Expression analysis revealed thatMKB3is predominantly expressed on the epidermis of leaf primordia, which is different from the case ofAN3A protein movement assay demonstrated that MKB3 moves from anMKB3-expressing domain to a non-expressing domain, which is required for normal leaf development.
29567670	an3	leaf size	The reduced leaf size ofmkb3plants with enlarged cells and the increased size ofMKB3-overexpressing leaves with normal-sized cells indicate thatMKB3is a positive regulator of leaf proliferation and thatmkb3mutation triggered a compensation syndrome, as in Arabidopsisan3.Expression analysis revealed thatMKB3is predominantly expressed on the epidermis of leaf primordia, which is different from the case ofAN3A protein movement assay demonstrated that MKB3 moves from anMKB3-expressing domain to a non-expressing domain, which is required for normal leaf development.
29604159	eIF4G	RTD	To develop new sources of resistance to RTD, mutations in eIF4G were generated using the CRISPR/Cas9 system in the RTSV-susceptible variety IR64, widely grown across tropical Asia.
30096253	RLK	stem elongation	These results indicate PSRK2 is a component of GA signaling pathway that controls stem elongation by negatively regulating GA responses.Os: Oryza sativa; At: Arabidopsis thaliana; RNAi: RNA interfere; DN: Dominate Negative; SMART: Simple Modular Architecture Research Tool; Uni : Uniconazol; PSRK2: Plant Stature Related receptor-like Kinase 2; RLK: Receptor-like Kinase; GA: Gibberellin; IAA: indole-3-acetic acid; BL: Brassinosteroid.
30096253	Related receptor-like Kinase 2; RLK	stem elongation	These results indicate PSRK2 is a component of GA signaling pathway that controls stem elongation by negatively regulating GA responses.Os: Oryza sativa; At: Arabidopsis thaliana; RNAi: RNA interfere; DN: Dominate Negative; SMART: Simple Modular Architecture Research Tool; Uni : Uniconazol; PSRK2: Plant Stature Related receptor-like Kinase 2; RLK: Receptor-like Kinase; GA: Gibberellin; IAA: indole-3-acetic acid; BL: Brassinosteroid.
30096253	RLK	stem elongation	These results indicate PSRK2 is a component of GA signaling pathway that controls stem elongation by negatively regulating GA responses.Os: Oryza sativa; At: Arabidopsis thaliana; RNAi: RNA interfere; DN: Dominate Negative; SMART: Simple Modular Architecture Research Tool; Uni : Uniconazol; PSRK2: Plant Stature Related receptor-like Kinase 2; RLK: Receptor-like Kinase; GA: Gibberellin; IAA: indole-3-acetic acid; BL: Brassinosteroid.
30096253	Related receptor-like Kinase 2; RLK	stem elongation	These results indicate PSRK2 is a component of GA signaling pathway that controls stem elongation by negatively regulating GA responses.Os: Oryza sativa; At: Arabidopsis thaliana; RNAi: RNA interfere; DN: Dominate Negative; SMART: Simple Modular Architecture Research Tool; Uni : Uniconazol; PSRK2: Plant Stature Related receptor-like Kinase 2; RLK: Receptor-like Kinase; GA: Gibberellin; IAA: indole-3-acetic acid; BL: Brassinosteroid.
30096253	RLK	stem elongation	These results indicate PSRK2 is a component of GA signaling pathway that controls stem elongation by negatively regulating GA responses.Os: Oryza sativa; At: Arabidopsis thaliana; RNAi: RNA interfere; DN: Dominate Negative; SMART: Simple Modular Architecture Research Tool; Uni : Uniconazol; PSRK2: Plant Stature Related receptor-like Kinase 2; RLK: Receptor-like Kinase; GA: Gibberellin; IAA: indole-3-acetic acid; BL: Brassinosteroid.
30096253	Related receptor-like Kinase 2; RLK	stem elongation	These results indicate PSRK2 is a component of GA signaling pathway that controls stem elongation by negatively regulating GA responses.Os: Oryza sativa; At: Arabidopsis thaliana; RNAi: RNA interfere; DN: Dominate Negative; SMART: Simple Modular Architecture Research Tool; Uni : Uniconazol; PSRK2: Plant Stature Related receptor-like Kinase 2; RLK: Receptor-like Kinase; GA: Gibberellin; IAA: indole-3-acetic acid; BL: Brassinosteroid.
30096253	RLK	stem elongation	These results indicate PSRK2 is a component of GA signaling pathway that controls stem elongation by negatively regulating GA responses.Os: Oryza sativa; At: Arabidopsis thaliana; RNAi: RNA interfere; DN: Dominate Negative; SMART: Simple Modular Architecture Research Tool; Uni : Uniconazol; PSRK2: Plant Stature Related receptor-like Kinase 2; RLK: Receptor-like Kinase; GA: Gibberellin; IAA: indole-3-acetic acid; BL: Brassinosteroid.
30096253	Related receptor-like Kinase 2; RLK	stem elongation	These results indicate PSRK2 is a component of GA signaling pathway that controls stem elongation by negatively regulating GA responses.Os: Oryza sativa; At: Arabidopsis thaliana; RNAi: RNA interfere; DN: Dominate Negative; SMART: Simple Modular Architecture Research Tool; Uni : Uniconazol; PSRK2: Plant Stature Related receptor-like Kinase 2; RLK: Receptor-like Kinase; GA: Gibberellin; IAA: indole-3-acetic acid; BL: Brassinosteroid.
30096253	RLK	stem elongation	These results indicate PSRK2 is a component of GA signaling pathway that controls stem elongation by negatively regulating GA responses.Os: Oryza sativa; At: Arabidopsis thaliana; RNAi: RNA interfere; DN: Dominate Negative; SMART: Simple Modular Architecture Research Tool; Uni : Uniconazol; PSRK2: Plant Stature Related receptor-like Kinase 2; RLK: Receptor-like Kinase; GA: Gibberellin; IAA: indole-3-acetic acid; BL: Brassinosteroid.
