PMID	gene_id	gene_name	gene_time	PTO	term	PTO_time
16805736	828889	['Impaired sucrose induction1', 'IMPAIRED SUCROSE INDUCTION1', 'ISI1', 'isi1']	8	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
16805736	818614	['ABI4']	1	TO:0000180	spikelet fertility|percent sterility|seed setting|SpFert|SPKFRT	1
16805736	818614	['ABI4']	1	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	2
17217471	819187	['phosphomannomutase', 'PMM', 'Phosphomannomutase']	15	TO:0000598	protein content|PROTCN|total protein content	1
17217471	850499	['sec53']	1	TO:0000598	protein content|PROTCN|total protein content	1
23957671	100049034	['TaSGT1']	2	TO:0000072	awn length|An|awning|AWNLG	1
23957671	101290629	['TaCIPK14']	1	TO:0000072	awn length|An|awning|AWNLG	1
24617729	824408	['pad4', 'AtPAD4']	8	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
24617729	824408	['pad4', 'AtPAD4']	8	TO:0000387	plant trait|plant phenotype|plant quality	1
25404280	834945	['SAD1', 'sad1']	9	TO:0002639	shoot branching	1
25279942	835198	['EMF2']	1	TO:0006017	meristem identity|meristem determinacy	2
25311582	835710	['MYB80', 'AtMYB80', 'atmyb80']	13	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	3
25311582	835710	['MYB80', 'AtMYB80', 'atmyb80']	13	TO:0000004	reversible male sterility|RMS	1
25311582	106389601	['MYB80']	1	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	3
25311582	106389601	['MYB80']	1	TO:0000004	reversible male sterility|RMS	1
25255828	4343840	['CYP78A13']	7	TO:0000397	grain size|GRSZ	1
25255828	4343840	['CYP78A13']	7	TO:0000734	grain length|DHULGRLG|GRLG|KERLG|kernel length|length of dehulled grain|length of grain without hull	1
25255828	4343840	['CYP78A13']	7	TO:0002626	fruit length|grain length|GRLG|pod length	1
21213008	817390	['AtGLYI8']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
21213008	817390	['AtGLYI8']	1	TO:0000072	awn length|An|awning|AWNLG	1
21213008	838107	['AtGLYI4']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
21213008	838107	['AtGLYI4']	1	TO:0000072	awn length|An|awning|AWNLG	1
21213008	844356	['AtGLYI7']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
21213008	844356	['AtGLYI7']	1	TO:0000072	awn length|An|awning|AWNLG	1
24604734	3768750	['miR164']	6	TO:0000276	drought tolerance|drought resistance|DRTL	3
25270163	829969	['Hd1', 'HDA19']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
25270163	836431	['HDA6']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
25523384	842060	['cyclophilin']	4	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	3
25523384	842060	['cyclophilin']	4	TO:0000168	abiotic stress trait|abiotic stress tolerance	3
25523384	842060	['cyclophilin']	4	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
25523384	842060	['cyclophilin']	4	TO:0000298	chlorophyll ratio|chl a to chl b ratio|chl-a to chl-b ratio|chlorophyll content ratio|CHLRO	2
25523384	842060	['cyclophilin']	4	TO:0000495	chlorophyll content|CHLCN	1
25523384	842060	['cyclophilin']	4	TO:1000036	root system potassium content|root K content	1
25523384	842060	['cyclophilin']	4	TO:0000602	total fat content|FATCN|lipid content	1
25103896	830878	['FLC', 'FLOWERING LOCUS C']	2	TO:0000137	days to heading|DTHD|heading date	1
25103896	830878	['FLC', 'FLOWERING LOCUS C']	2	TO:0000222	head rice yield|head milled rice|head rice ratio|HEADR	1
25103896	830878	['FLC', 'FLOWERING LOCUS C']	2	TO:0000256	genetic trait	1
25103896	830878	['FLC', 'FLOWERING LOCUS C']	2	TO:0000371	yield trait|YLD	1
25103896	830878	['FLC', 'FLOWERING LOCUS C']	2	TO:0000396	grain yield trait|GRYLD|Yld	1
25103896	842859	['FLOWERING LOCUS T', 'FT']	1	TO:0000137	days to heading|DTHD|heading date	1
25103896	842859	['FLOWERING LOCUS T', 'FT']	1	TO:0000222	head rice yield|head milled rice|head rice ratio|HEADR	1
25103896	842859	['FLOWERING LOCUS T', 'FT']	1	TO:0000256	genetic trait	1
25103896	842859	['FLOWERING LOCUS T', 'FT']	1	TO:0000371	yield trait|YLD	1
25103896	842859	['FLOWERING LOCUS T', 'FT']	1	TO:0000396	grain yield trait|GRYLD|Yld	1
25146897	818581	['coi1', 'COI1', 'coi1-1', 'CORONATINE INSENSITIVE 1']	1	TO:0000180	spikelet fertility|percent sterility|seed setting|SpFert|SPKFRT	1
25146897	818581	['coi1', 'COI1', 'coi1-1', 'CORONATINE INSENSITIVE 1']	1	TO:0000501	spikelet weight|SPKWT	1
25146897	818581	['coi1', 'COI1', 'coi1-1', 'CORONATINE INSENSITIVE 1']	1	TO:0000919	grain weight|20 kernel weight|caryopsis fruit weight|GRWT|kernel weight|kwt	1
25146897	821625;833957	['ETHYLENE INSENSITIVE 3 and ORESARA 1']	1	TO:0000180	spikelet fertility|percent sterility|seed setting|SpFert|SPKFRT	1
25146897	821625;833957	['ETHYLENE INSENSITIVE 3 and ORESARA 1']	1	TO:0000501	spikelet weight|SPKWT	1
25146897	821625;833957	['ETHYLENE INSENSITIVE 3 and ORESARA 1']	1	TO:0000919	grain weight|20 kernel weight|caryopsis fruit weight|GRWT|kernel weight|kwt	1
25184028	827134	['SUV3']	4	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
25184028	827134	['SUV3']	4	TO:0002675	gibberellic acid content|GA content|GACN|gibberellin content	1
25184028	827134	['SUV3']	4	TO:0020106	Indole-3-acetic acid content|IAA content|Indole-3-acetic acid  content	3
25184028	827134	['SUV3']	4	TO:1000026	root system arsenic content|root As content	1
25184028	827134	['SUV3']	4	TO:0000401	plant growth hormone sensitivity|growth regulator sensitivity|plant hormone response	1
25582452	825332	['HAWAIIAN SKIRT']	1	TO:0000522	stomatal conductance|STOCOND	1
25582452	825332	['HAWAIIAN SKIRT']	1	TO:0000872	leaf erect	1
25582452	825332	['HAWAIIAN SKIRT']	1	TO:0000319	rubisco content|RUBISCOCN	1
25582452	825332	['HAWAIIAN SKIRT']	1	TO:0002637	leaf size	1
25582452	825332	['HAWAIIAN SKIRT']	1	TO:0006014	phyllotaxy|leaf arrangement	1
24410953	23474	['ETHE1']	7	TO:0002657	oxidative stress	1
25352666	829919	['SHR', 'AtSHR']	10	TO:0000084	root number|RTNB|tnr	2
25763711	829093	['PAO5', 'AtPAO5', 'POLYAMINE OXIDASE 5', 'Atpao5']	8	TO:0000387	plant trait|plant phenotype|plant quality	1
25754232	3950751	['orfB']	6	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	3
25754232	3950751	['orfB']	6	TO:0000232	rice cytoplasmic male sterility|CMS|cytoplasmic male sterility	3
25754232	3950751	['orfB']	6	TO:0000580	cytoplasmic male sterility	1
25754232	3950751	['orfB']	6	TO:0000110	wild abortive CMS|CMS-WA|WACMS	1
25711814	854697	['SEC24']	3	TO:0000084	root number|RTNB|tnr	1
25711814	854697	['SEC24']	3	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
25711814	852740	['sec27Delta/SEC27', 'SEC27']	2	TO:0000084	root number|RTNB|tnr	1
25711814	852740	['sec27Delta/SEC27', 'SEC27']	2	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
25739330	837805	['AtSLAC1', 'slac1']	2	TO:0000401	plant growth hormone sensitivity|growth regulator sensitivity|plant hormone response	1
25739330	837805	['AtSLAC1', 'slac1']	2	TO:0002681	leaf curling|curled leaf trait|frizzled leaf trait	1
25728666	4336878	['COLD1']	7	TO:0000303	cold tolerance|COLDTL|CTol	2
25807209	109364	['EL5', 'mEL5']	7	TO:0002660	cytokinin content	1
25804816	828652	['DREB1A', 'CBF3']	2	TO:0000106	male sterility type|MS	1
25870602	824341	['AtBAG4']	1	TO:0000039	yield component	1
25870602	824341	['AtBAG4']	1	TO:0000277	biochemical trait	1
25870602	824341	['AtBAG4']	1	TO:0000371	yield trait|YLD	1
25870602	820438	['Hsp70']	1	TO:0000039	yield component	1
25870602	820438	['Hsp70']	1	TO:0000277	biochemical trait	1
25870602	820438	['Hsp70']	1	TO:0000371	yield trait|YLD	1
25893869	834671	['beta-ketoacyl-[acyl carrier protein] synthase I', 'KASI']	3	TO:0000639	seed fertility|percent seed fertility|SDFRT	1
25893776	855080;855369	['fet3fet4']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
25854544	4347973	['PCR1']	8	TO:0000919	grain weight|20 kernel weight|caryopsis fruit weight|GRWT|kernel weight|kwt	2
25848690	852372	['Sec18p']	1	TO:0000207	plant height|Ht|PTHT|shoot height	1
25848690	852372	['Sec18p']	1	TO:0000382	1000-grain weight|1000-grain weight|TGRWT|thousand grain weight|thousand seed weight|TSDWT	2
25977235	850904	['Hrd3']	1	TO:0000587	endosperm quality|End|endosperm quality	8
26034131	856831	['RAD51']	3	TO:0000358	female sterility|FEMST	1
26034131	856831	['RAD51']	3	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
25995326	821625	['EIN3', 'ein3', 'ETHYLENE INSENSITIVE3', 'EIN3-LIKE']	3	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	2
25995326	821625	['EIN3', 'ein3', 'ETHYLENE INSENSITIVE3', 'EIN3-LIKE']	3	TO:0006001	salt tolerance|SALTTL	3
25995326	821625	['EIN3', 'ein3', 'ETHYLENE INSENSITIVE3', 'EIN3-LIKE']	3	TO:0000397	grain size|GRSZ	1
25995326	817247	['EIL1']	2	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	2
25995326	817247	['EIL1']	2	TO:0006001	salt tolerance|SALTTL	3
25995326	817247	['EIL1']	2	TO:0000397	grain size|GRSZ	1
26070439	838219	['AtMYB58', 'MYB58']	3	TO:0000733	lignin biosynthesis trait|lignin biosynthesis	2
26070439	838219	['AtMYB58', 'MYB58']	3	TO:0000294	leaf sheath auricle color|AC|AUCL	1
26070439	844259	['AtMYB63', 'MYB63']	3	TO:0000733	lignin biosynthesis trait|lignin biosynthesis	2
26070439	844259	['AtMYB63', 'MYB63']	3	TO:0000294	leaf sheath auricle color|AC|AUCL	1
25014258	841665	['ABA2', 'AtABA2', 'aba2']	3	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	3
25014258	841665	['ABA2', 'AtABA2', 'aba2']	3	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	2
25014258	841665	['ABA2', 'AtABA2', 'aba2']	3	TO:0000992	gibberellin biosynthesis trait|gibberellin biosynthesis	1
24834920	825446	['AtXXT1', 'xxt1']	2	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
24834920	825446	['AtXXT1', 'xxt1']	2	TO:0002665	root hair length|RTHLG|RTHRLG	1
24834920	827940	['AtXXT2', 'xxt2']	2	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
24834920	827940	['AtXXT2', 'xxt2']	2	TO:0002665	root hair length|RTHLG|RTHRLG	1
26140668	818390	['AUX1', 'aux1', 'AtAUX1']	2	TO:0002672	auxin content|AUXCN	1
26140668	818390	['AUX1', 'aux1', 'AtAUX1']	2	TO:0000163	auxin sensitivity|AUXSN|IAA response|IAA sensitivity|indole-3-acetic acid response|indole-3-acetic acid sensitivity	1
26140668	818390	['AUX1', 'aux1', 'AtAUX1']	2	TO:0000479	acid sensitivity|ADSN	1
26140668	818390	['AUX1', 'aux1', 'AtAUX1']	2	TO:0000015	oxygen sensitivity|oxygen deficiency	1
26116860	101768789	['HD1']	6	TO:0002616	flowering time trait|anthesis timing|time of flowering	1
26121399	24598	['nNOS']	5	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	2
26121399	24598	['nNOS']	5	TO:0000276	drought tolerance|drought resistance|DRTL	2
26121399	24598	['nNOS']	5	TO:0006001	salt tolerance|SALTTL	2
26147620	9857	['CAP350']	1	TO:0000355	heterosis|HET|heterosis in f1 hybrid|hybrid vigor	1
26147620	9857	['CAP350']	1	TO:0000162	grain quality trait	1
26147620	9857	['CAP350']	1	TO:0000975	grain width|caryopsis width|kernel width	1
26200336	548182	['SUSIBA2']	6	TO:0000696	starch content|STARCHCN	2
26202549	4327362	['GAMYB']	1	TO:0000053	pollen sterility	2
26202549	4327362	['GAMYB']	1	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
26202549	4327362	['GAMYB']	1	TO:0000436	spikelet sterility|SPKST	1
26202549	4327362	['GAMYB']	1	TO:0000180	spikelet fertility|percent sterility|seed setting|SpFert|SPKFRT	4
26202549	4327362	['GAMYB']	1	TO:0000345	seed viability|SDVIA	1
26202549	4327362	['GAMYB']	1	TO:0000365	male flowering|male flower anthesis|male flower flowering|MALEFLW|MFLW	1
26258667	815907	['ANR1']	3	TO:0000084	root number|RTNB|tnr	1
26258667	815907	['ANR1']	3	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
26258667	815907	['ANR1']	3	TO:0000279	root weight|RTWT|total root weight|TRW	1
26258667	815907	['ANR1']	3	TO:0000571	shoot fresh weight|SHFWT|total shoot fresh weight	1
26258667	815907	['ANR1']	3	TO:0000578	root fresh weight|RTFWT|total root fresh weight	1
26258667	815907	['ANR1']	3	TO:0001012	lateral root length	1
26258667	815907	['ANR1']	3	TO:0001013	lateral root number	1
26257333	838334	['D27', 'AtD27', 'Atd27']	2	TO:0002639	shoot branching	1
26257333	829417	['MAX4', 'CCD8', 'AtCCD8']	8	TO:0002639	shoot branching	1
26257333	819107	['MAX3', 'max3', 'AtMAX3', 'CCD7', 'AtCCD7']	2	TO:0002639	shoot branching	1
26297385	4602	['MYB']	1	TO:0000733	lignin biosynthesis trait|lignin biosynthesis	5
26297385	4602	['MYB']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
26297385	4602	['MYB']	1	TO:0000200	brittle culm	1
26297385	6622	['NAC']	1	TO:0000733	lignin biosynthesis trait|lignin biosynthesis	5
26297385	6622	['NAC']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
26297385	6622	['NAC']	1	TO:0000200	brittle culm	1
26297139	834758	['BI-1']	10	TO:0002657	oxidative stress	1
26434724	831411	['LONGIFOLIA 1']	1	TO:0000162	grain quality trait	1
26434724	831411	['LONGIFOLIA 1']	1	TO:0000371	yield trait|YLD	1
26434724	831411	['LONGIFOLIA 1']	1	TO:0000396	grain yield trait|GRYLD|Yld	1
26434724	831411	['LONGIFOLIA 1']	1	TO:0002730	grain shape|dehulled grain shape|DHULGRSHP|GRSHP	2
26434724	831411	['LONGIFOLIA 1']	1	TO:0000919	grain weight|20 kernel weight|caryopsis fruit weight|GRWT|kernel weight|kwt	1
26434724	831411	['LONGIFOLIA 1']	1	TO:0000734	grain length|DHULGRLG|GRLG|KERLG|kernel length|length of dehulled grain|length of grain without hull	1
26434724	831411	['LONGIFOLIA 1']	1	TO:0000975	grain width|caryopsis width|kernel width	1
26434724	831411	['LONGIFOLIA 1']	1	TO:0002626	fruit length|grain length|GRLG|pod length	1
26434724	831411	['LONGIFOLIA 1']	1	TO:0002687	cell elongation trait|cell length	1
26434724	821279	['LONGIFOLIA 2']	1	TO:0000162	grain quality trait	1
26434724	821279	['LONGIFOLIA 2']	1	TO:0000371	yield trait|YLD	1
26434724	821279	['LONGIFOLIA 2']	1	TO:0000396	grain yield trait|GRYLD|Yld	1
26434724	821279	['LONGIFOLIA 2']	1	TO:0002730	grain shape|dehulled grain shape|DHULGRSHP|GRSHP	2
26434724	821279	['LONGIFOLIA 2']	1	TO:0000919	grain weight|20 kernel weight|caryopsis fruit weight|GRWT|kernel weight|kwt	1
26434724	821279	['LONGIFOLIA 2']	1	TO:0000734	grain length|DHULGRLG|GRLG|KERLG|kernel length|length of dehulled grain|length of grain without hull	1
26434724	821279	['LONGIFOLIA 2']	1	TO:0000975	grain width|caryopsis width|kernel width	1
26434724	821279	['LONGIFOLIA 2']	1	TO:0002626	fruit length|grain length|GRLG|pod length	1
26434724	821279	['LONGIFOLIA 2']	1	TO:0002687	cell elongation trait|cell length	1
26443376	856091	['LPA1']	2	TO:0000337	kneeing ability|KnA|KNEAB|tiller angle	1
26443376	856091	['LPA1']	2	TO:0000567	tiller angle|TIAG	1
26443376	856091	['LPA1']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
26443376	856091	['LPA1']	2	TO:0006001	salt tolerance|SALTTL	1
26453745	817546	['AtCYP19-4']	3	TO:0000072	awn length|An|awning|AWNLG	2
26453745	817546	['AtCYP19-4']	3	TO:0000152	panicle number|NOP|NP|number of effective tiller per plant|number of panicle|panicle number per plant|panicle number per tiller|PN|PNNB|seed setting tillers per plant|spike number|TP	1
26453745	817546	['AtCYP19-4']	3	TO:0000346	tiller number|TINB	1
26453745	817546	['AtCYP19-4']	3	TO:0000387	plant trait|plant phenotype|plant quality	1
26453745	817546	['AtCYP19-4']	3	TO:0000919	grain weight|20 kernel weight|caryopsis fruit weight|GRWT|kernel weight|kwt	1
26453745	817546	['AtCYP19-4']	3	TO:0002759	grain number|GRNB|kernel number	1
26453745	817546	['AtCYP19-4']	3	TO:0000303	cold tolerance|COLDTL|CTol	1
26504138	838877	['AtSUC2']	3	TO:0000397	grain size|GRSZ	1
26504138	838877	['AtSUC2']	3	TO:0002759	grain number|GRNB|kernel number	1
26504138	838877	['AtSUC2']	3	TO:0000153	relative yield|RELYLD|RY	1
26607171	820622	['AtCCX3']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
26607171	820622	['AtCCX3']	1	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
26607171	837416	['AtCCX5']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
26607171	837416	['AtCCX5']	1	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
26607171	853312;853924	['trk1trk2']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
26607171	853312;853924	['trk1trk2']	1	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
26601214	850445	['Tup1']	1	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
26601214	850445	['Tup1']	1	TO:0000401	plant growth hormone sensitivity|growth regulator sensitivity|plant hormone response	1
26601214	827103	['IAA1']	1	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
26601214	827103	['IAA1']	1	TO:0000401	plant growth hormone sensitivity|growth regulator sensitivity|plant hormone response	1
26601214	839290	['IAA10']	1	TO:0000173	ethylene sensitivity|ETHSN|ethylene response	1
26601214	839290	['IAA10']	1	TO:0000401	plant growth hormone sensitivity|growth regulator sensitivity|plant hormone response	1
26598971	840149	['FdC2', 'AtFdC2']	4	TO:0001015	photosynthetic rate|gross photosynthetic rate|leaf photosynthetic rate	3
26598971	840149	['FdC2', 'AtFdC2']	4	TO:0000137	days to heading|DTHD|heading date	2
26598971	840149	['FdC2', 'AtFdC2']	4	TO:0000299	leaf lamina color|LBC|leaf blade color|leaf color|LFLCL	1
26598971	840149	['FdC2', 'AtFdC2']	4	TO:0000326	leaf color|LFCL	1
26598971	840149	['FdC2', 'AtFdC2']	4	TO:0000387	plant trait|plant phenotype|plant quality	1
26598971	840149	['FdC2', 'AtFdC2']	4	TO:0000581	inflorescence color|head color	1
26598971	840149	['FdC2', 'AtFdC2']	4	TO:0000708	plant color	1
26598971	840149	['FdC2', 'AtFdC2']	4	TO:0000495	chlorophyll content|CHLCN	1
26708605	24	['ATP-Binding Cassette Transporter']	1	TO:0000478	abscisic acid concentration|ABA concentration|ABACONC|abscisic acid accumulation|abscisic acid content	1
26708605	24	['ATP-Binding Cassette Transporter']	1	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	1
26708605	5954	['RCN1', 'GFP-RCN1', 'rcn1']	10	TO:0000478	abscisic acid concentration|ABA concentration|ABACONC|abscisic acid accumulation|abscisic acid content	1
26708605	5954	['RCN1', 'GFP-RCN1', 'rcn1']	10	TO:0000615	abscisic acid sensitivity|ABA response|ABASN|abscisic acid response	1
26734051	836693	['GFP-OsIAA9']	1	TO:0000084	root number|RTNB|tnr	1
26734051	836693	['GFP-OsIAA9']	1	TO:0001013	lateral root number	1
26734051	838573	['ARF5']	1	TO:0000084	root number|RTNB|tnr	1
26734051	838573	['ARF5']	1	TO:0001013	lateral root number	1
26734051	839913	['ARF6']	1	TO:0000084	root number|RTNB|tnr	1
26734051	839913	['ARF6']	1	TO:0001013	lateral root number	1
26754668	732804	['BT1', 'ZmBt1', 'ZmBT1']	5	TO:0000397	grain size|GRSZ	1
26754668	732804	['BT1', 'ZmBt1', 'ZmBT1']	5	TO:0002655	starch grain size	1
26754668	732804	['BT1', 'ZmBt1', 'ZmBT1']	5	TO:0000181	seed weight|SDWT	1
26826218	814725	['AtIDD15']	1	TO:0000163	auxin sensitivity|AUXSN|IAA response|IAA sensitivity|indole-3-acetic acid response|indole-3-acetic acid sensitivity	2
26834769	3162	['HO-1']	11	TO:0000207	plant height|Ht|PTHT|shoot height	4
26834769	3162	['HO-1']	11	TO:0000608	sodium content	1
26870074	852499	['SRO1']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
26870074	852499	['SRO1']	1	TO:0000168	abiotic stress trait|abiotic stress tolerance	1
26969743	817206	['AKT1', 'akt1']	7	TO:0000737	plant aspect	1
26969743	817206	['AKT1', 'akt1']	7	TO:0000525	sodium to potassium content ratio|Na/K ratio|NAKRO|sodium to potassium ratio	1
26969743	817206	['AKT1', 'akt1']	7	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
26969743	817206	['AKT1', 'akt1']	7	TO:0000188	drought sensitivity|drought susceptibility|DRS|DRSN	1
26969743	817206	['AKT1', 'akt1']	7	TO:0000276	drought tolerance|drought resistance|DRTL	1
26973288	4324302	['MYB']	1	TO:0000428	callus induction|CAIND	1
27020034	823622	['PaO', 'ACD1', 'acd1']	7	TO:0000241	leaf number|LFNB	1
27020034	823622	['PaO', 'ACD1', 'acd1']	7	TO:0000346	tiller number|TINB	1
27020034	823622	['PaO', 'ACD1', 'acd1']	7	TO:0002759	grain number|GRNB|kernel number	1
27020034	823622	['PaO', 'ACD1', 'acd1']	7	TO:0000406	panicle threshability|PNTH|Thr	1
27095404	542847	['CCD1', 'TaCCD1']	2	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	3
27095404	542847	['CCD1', 'TaCCD1']	2	TO:0006001	salt tolerance|SALTTL	4
27105887	829902	['KAI2']	2	TO:0002639	shoot branching	1
27105887	819554	['D14', 'AtD14']	2	TO:0002639	shoot branching	1
26408146	107813429	['phosphoglycerate kinase', 'Phosphoglycerate kinase', 'PGK']	4	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	3
26408146	107813429	['phosphoglycerate kinase', 'Phosphoglycerate kinase', 'PGK']	4	TO:0006001	salt tolerance|SALTTL	1
26408146	107813429	['phosphoglycerate kinase', 'Phosphoglycerate kinase', 'PGK']	4	TO:0000387	plant trait|plant phenotype|plant quality	1
26927068	853523	['CBF1']	7	TO:0000737	plant aspect	1
26927068	853523	['CBF1']	7	TO:0000303	cold tolerance|COLDTL|CTol	1
27121976	817232	['AtABCG32']	1	TO:0000828	leaf cover	1
27121976	817232	['AtABCG32']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
26491145	828714	['AtABI1']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
26491145	835809	['AtABI2']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
25192280	94103	['ORMDL3']	1	TO:0000067	genic male sterility-thermo sensitive|TGMS|thermo sensitive genic male sterility	1
25192280	94103	['ORMDL3']	1	TO:0000437	male sterility|degree of male sterility of male sterile lines|male sterility measure|MALEST	1
25192280	94103	['ORMDL3']	1	TO:0000421	pollen fertility|POFRT	1
27200067	841273	['GatB']	2	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
27200067	841273	['GatB']	2	TO:0000387	plant trait|plant phenotype|plant quality	1
27200067	841273	['GatB']	2	TO:0002687	cell elongation trait|cell length	1
27200067	841273	['GatB']	2	TO:0020107	plant cell length	1
27200067	852198	['PET112']	1	TO:0000227	root length|maximum root depth|maximum root length|MRD|MRL|RTLG	1
27200067	852198	['PET112']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
27200067	852198	['PET112']	1	TO:0002687	cell elongation trait|cell length	1
27200067	852198	['PET112']	1	TO:0020107	plant cell length	1
27208309	823994	['BT2', 'bt2']	7	TO:0000283	biological process trait|physiological process trait	1
27208309	823994	['BT2', 'bt2']	7	TO:0020100	nitrate uptake	2
27208309	836437	['bt1', 'BT1']	4	TO:0000283	biological process trait|physiological process trait	1
27208309	836437	['bt1', 'BT1']	4	TO:0020100	nitrate uptake	2
27297403	29141363	['psaA', 'PsaA']	1	TO:0000298	chlorophyll ratio|chl a to chl b ratio|chl-a to chl-b ratio|chlorophyll content ratio|CHLRO	1
27297403	29141363	['psaA', 'PsaA']	1	TO:0000522	stomatal conductance|STOCOND	1
27297403	29141363	['psaA', 'PsaA']	1	TO:0001015	photosynthetic rate|gross photosynthetic rate|leaf photosynthetic rate	1
27297403	29141363	['psaA', 'PsaA']	1	TO:0001018	transpiration rate	1
27297403	29141363	['psaA', 'PsaA']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
27297403	29141362	['PsaB']	1	TO:0000298	chlorophyll ratio|chl a to chl b ratio|chl-a to chl-b ratio|chlorophyll content ratio|CHLRO	1
27297403	29141362	['PsaB']	1	TO:0000522	stomatal conductance|STOCOND	1
27297403	29141362	['PsaB']	1	TO:0001015	photosynthetic rate|gross photosynthetic rate|leaf photosynthetic rate	1
27297403	29141362	['PsaB']	1	TO:0001018	transpiration rate	1
27297403	29141362	['PsaB']	1	TO:0000387	plant trait|plant phenotype|plant quality	1
27318280	820202	['FLOWERING LOCUS D']	2	TO:0000371	yield trait|YLD	1
27318280	820202	['FLOWERING LOCUS D']	2	TO:0000137	days to heading|DTHD|heading date	1
27373308	4336968	['FC1', 'FC1-2']	6	TO:0000371	yield trait|YLD	1
27373308	4336968	['FC1', 'FC1-2']	6	TO:0000051	stem strength|Cs|culm strength|CULMSTR|STEMSTR	2
27373308	4336968	['FC1', 'FC1-2']	6	TO:0000339	stem thickness|culm thickness|culm thickness|CULMTH|STEMTH	4
27373308	4336968	['FC1', 'FC1-2']	6	TO:0001035	stem width|culm diameter|culm width	1
27373308	4336968	['FC1', 'FC1-2']	6	TO:0020083	stem diameter|culm diameter	1
27405463	831441	['CONSTANS']	3	TO:0000387	plant trait|plant phenotype|plant quality	1
27405463	831441	['CONSTANS']	3	TO:0000860	flower length	1
27457985	29141396	['ClpP']	1	TO:0000164	stress trait|crop damage|stress resistance|stress susceptibility|stress tolerance	1
27457985	29141396	['ClpP']	1	TO:0006001	salt tolerance|SALTTL	1
27493611	842378	['AGD2', 'agd2']	2	TO:0000423	gall midge resistance|GM|GMRS	2
27493611	842378	['AGD2', 'agd2']	2	TO:0000074	blast disease resistance|blast disease resistance trait|blast disease susceptibility	1
27493611	842378	['AGD2', 'agd2']	2	TO:0000112	disease resistance|disease control|disease resistance trait|disease susceptibility|disease tolerance	1
27493611	815864	['ALD1']	5	TO:0000423	gall midge resistance|GM|GMRS	2
